,Cy3 Pixel Values (Arb.U.),FITC Pixel Values (Arb.U.)
186,748,3173
187,703,2616
188,712,2410
189,701,1958
190,667,1565
191,704,1916
192,737,2304
193,791,2594
194,773,2871
195,781,3118
196,746,3397
197,799,3655
198,792,3763
199,843,4093
200,781,4264
201,860,4361
202,812,4433
203,852,4561
204,890,4519
205,763,4246
206,835,4247
207,841,4010
208,822,3890
209,825,3669
210,745,3443
211,825,3287
212,762,2770
213,740,2419
214,705,1860
215,654,1570
216,675,1970
217,760,2370
218,764,2624
219,753,2925
220,807,3189
221,815,3588
222,839,3854
223,792,4066
224,855,4038
225,871,4119
226,757,4232
227,851,4330
228,848,4373
229,808,4330
230,852,4387
231,849,4055
232,823,4126
233,754,4005
234,825,3745
235,789,3583
236,753,3358
237,750,2899
238,722,2527
239,693,2059
240,629,1621
241,650,1721
242,694,1905
243,762,2307
244,769,2653
245,767,2890
246,768,3167
247,735,3417
248,801,3735
249,820,3965
250,840,4052
251,835,4305
252,849,4275
253,871,4437
254,841,4465
255,824,4360
256,806,4338
257,872,4377
258,792,4183
259,804,3951
260,814,3778
261,850,3647
262,747,3375
263,738,2950
264,794,2442
265,657,1969
266,706,1670
267,656,1616
268,683,2004
269,764,2195
270,767,2546
271,811,2810
272,787,3250
273,788,3653
274,782,3970
275,846,4165
276,826,4199
277,876,4206
278,831,4247
279,846,4466
280,878,4284
281,783,4445
282,811,4489
283,811,4262
284,834,4110
285,790,3858
286,800,3749
287,797,3457
288,778,3267
289,817,2846
290,720,2454
291,733,2064
292,731,1684
293,674,1574
294,738,1926
295,716,2137
296,714,2480
297,737,2913
298,794,3286
299,853,3560
300,897,3690
301,850,3953
302,829,4056
303,805,4261
304,778,4333
305,842,4343
306,828,4439
307,838,4517
308,841,4372
309,883,4207
310,839,4142
311,769,4129
312,849,3917
313,769,3558
314,805,3170
315,792,3004
316,668,2525
317,649,2002
318,670,1504
319,718,1895
320,702,2147
321,718,2434
322,747,2724
323,814,3111
324,793,3425
325,839,3711
326,840,3902
327,818,4024
328,832,4195
329,817,4264
330,861,4391
331,888,4455
332,785,4320
333,854,4377
334,840,4138
335,851,4177
336,767,3749
337,759,3611
338,782,3503
339,773,3195
340,739,2742
341,747,2262
342,713,1872
343,606,1536
344,666,1747
345,688,2077
346,765,2386
347,837,2759
348,756,3062
349,735,3359
350,783,3611
351,835,3879
352,831,3980
353,840,3975
354,809,4151
355,886,4138
356,804,4187
357,834,4172
358,789,4098
359,858,4060
360,798,3958
361,802,3878
362,818,3652
363,778,3241
364,735,2930
365,700,2482
366,730,2134
367,702,1736
368,696,1699
369,686,1925
370,752,2258
371,792,2585
372,795,2946
373,753,3159
374,805,3246
375,773,3601
376,842,3755
377,805,3821
378,838,3851
379,864,4201
380,826,4060
381,845,4155
382,810,4040
383,815,3907
384,833,3756
385,795,3611
386,848,3287
387,685,3222
388,784,2815
389,672,2449
390,691,2019
391,693,1564
392,661,1457
393,659,1710
394,688,2015
395,717,2467
396,763,2780
397,737,2920
398,746,3275
399,812,3413
400,792,3600
401,831,3714
402,808,3990
403,773,3894
404,785,3995
405,802,4034
406,785,3976
407,794,3792
408,798,3760
409,735,3496
410,788,3280
411,762,2802
412,764,2616
413,716,2147
414,652,1888
415,686,1470
416,668,1865
417,725,2145
418,755,2472
419,729,2585
420,792,2865
421,757,3128
422,775,3387
423,844,3466
424,800,3659
425,804,3768
426,857,3901
427,841,3800
428,799,3681
429,771,3620
430,783,3558
431,775,3251
432,756,2898
433,733,2677
434,701,2261
435,705,1881
436,678,1567
437,642,1424
438,687,1746
439,682,1965
440,746,2242
441,756,2541
442,733,2789
443,757,2990
444,737,3135
445,811,3216
446,814,3232
447,796,3510
448,864,3437
449,781,3409
450,861,3423
451,745,3265
452,804,3087
453,719,2849
454,766,2658
455,728,2310
456,777,1961
457,707,1571
458,656,1418
459,672,1695
460,739,1941
461,664,2082
462,741,2340
463,763,2559
464,787,2760
465,777,2889
466,795,2910
467,766,3154
468,781,3129
469,746,2975
470,885,3039
471,808,2922
472,763,2688
473,794,2545
474,692,2204
475,681,1938
476,770,1599
477,632,1459
478,634,1371
479,657,1571
480,664,1826
481,685,2141
482,705,2162
483,722,2413
484,730,2514
485,833,2539
486,764,2748
487,810,2645
488,715,2646
489,714,2581
490,705,2475
491,709,2274
492,719,2134
493,722,1770
494,681,1564
495,676,1371
496,674,1436
497,703,1418
498,658,1656
499,697,1810
500,681,2005
501,706,2098
502,695,2166
503,797,2222
504,670,2218
505,736,2186
506,688,2218
507,680,2020
508,697,1851
509,679,1641
510,629,1620
511,666,1275
512,645,1324
513,696,1485
514,663,1498
515,677,1611
516,718,1774
517,712,1782
518,719,1730
519,662,1787
520,673,1767
521,733,1682
522,665,1406
523,636,1344
524,676,1458
525,687,1454
526,608,659
527,642,701
528,648,766
529,596,736
530,630,757
531,622,763
532,585,847
533,627,810
534,667,828
535,627,820
536,591,750
537,617,759
538,642,787
539,599,873
540,629,936
541,627,1041
542,694,1047
543,613,1058
544,669,1085
545,649,986
546,613,895
547,606,774
548,630,768
549,589,717
550,629,857
551,673,995
552,685,1153
553,661,1208
554,672,1285
555,648,1320
556,631,1380
557,624,1389
558,630,1269
559,602,1083
560,601,1103
561,624,824
562,624,749
563,585,696
564,614,828
565,594,1041
566,669,1240
567,666,1212
568,657,1498
569,633,1503
570,649,1480
571,651,1428
572,687,1551
573,722,1557
574,648,1433
575,654,1226
576,629,1021
577,622,898
578,645,809
579,621,766
580,657,937
581,668,1163
582,663,1367
583,699,1589
584,701,1631
585,682,1673
586,652,1764
587,645,1741
588,677,1758
589,679,1633
590,697,1591
591,610,1407
592,635,1277
593,615,1028
594,670,842
595,657,684
596,609,816
597,634,1052
598,644,1391
599,696,1455
600,675,1601
601,722,1655
602,704,1796
603,707,1813
604,668,1948
605,667,1821
606,694,1851
607,688,1649
608,657,1547
609,680,1376
610,645,1176
611,651,852
612,577,805
613,613,741
614,638,934
615,650,1172
616,694,1393
617,639,1585
618,656,1699
619,741,1831
620,702,1979
621,733,1980
622,674,1886
623,726,1942
624,669,1951
625,667,1944
626,652,1639
627,687,1531
628,656,1247
629,623,1021
630,602,855
631,615,807
632,649,997
633,634,1180
634,619,1389
635,670,1694
636,701,1780
637,704,1941
638,704,2033
639,727,1965
640,708,2125
641,692,1997
642,700,2059
643,696,1941
644,652,1847
645,648,1544
646,654,1247
647,647,1048
648,653,840
649,625,766
650,661,750
651,695,1007
652,666,1240
653,684,1530
654,652,1688
655,720,1754
656,660,1932
657,742,2053
658,702,2185
659,696,2241
660,743,2081
661,684,2036
662,637,1916
663,737,1785
664,635,1588
665,657,1334
666,715,1082
667,648,867
668,600,766
669,617,844
670,638,1022
671,656,1296
672,647,1405
673,658,1569
674,719,1833
675,719,1860
676,679,1989
677,746,2042
678,708,2116
679,724,1961
680,694,1894
681,685,1886
682,645,1765
683,636,1667
684,618,1331
685,600,1076
686,575,867
687,620,771
688,637,784
689,597,1006
690,668,1172
691,652,1462
692,672,1639
693,736,1804
694,656,1882
695,680,1997
696,721,2080
697,747,2070
698,699,2064
699,649,1936
700,681,1836
701,625,1764
702,748,1534
703,618,1287
704,682,1044
705,602,838
706,652,738
707,585,913
708,620,1113
709,633,1335
710,672,1540
711,687,1719
712,704,1808
713,674,1983
714,678,2000
715,707,1993
716,721,1934
717,691,2094
718,705,1820
719,714,1677
720,640,1517
721,670,1185
722,634,984
723,613,857
724,613,813
725,676,1084
726,691,1178
727,669,1386
728,655,1539
729,688,1657
730,696,1720
731,718,1810
732,690,1866
733,648,1880
734,703,1768
735,659,1675
736,663,1569
737,638,1236
738,603,983
739,603,852
740,633,840
741,633,831
742,622,839
743,623,1047
744,654,1284
745,614,1303
746,604,1480
747,664,1600
748,658,1689
749,674,1605
750,714,1589
751,624,1493
752,632,1496
753,657,1402
754,625,1032
755,652,985
756,628,823
757,622,790
758,619,876
759,667,1042
760,643,1190
761,601,1307
762,650,1523
763,715,1487
764,618,1417
765,652,1515
766,700,1335
767,627,1174
768,620,1066
769,640,940
770,636,870
771,626,782
772,598,761
773,593,823
774,590,959
775,646,1036
776,623,1108
777,645,1166
778,671,1216
779,684,1162
780,599,1106
781,632,1026
782,603,812
783,642,782
784,619,784
785,603,777
786,616,779
787,624,880
788,676,925
789,614,890
790,651,903
791,621,898
792,580,824
793,617,796
794,598,770
795,639,809
796,600,786
797,606,810
798,604,766
799,639,677
800,679,663
801,641,702
802,622,652
803,646,688
804,592,764
805,602,739
806,646,693
807,596,731
808,629,687
809,695,763
810,665,817
811,641,824
812,668,859
813,694,824
814,615,794
815,633,783
816,605,713
817,638,659
818,679,737
819,636,912
820,605,1039
821,637,1054
822,639,1090
823,635,1091
824,657,1166
825,640,983
826,649,829
827,656,785
828,642,783
829,645,704
830,651,809
831,618,954
832,665,1120
833,682,1227
834,669,1263
835,670,1342
836,657,1401
837,651,1406
838,686,1291
839,627,1084
840,614,878
841,627,845
842,639,714
843,658,723
844,596,877
845,653,1084
846,630,1242
847,718,1526
848,660,1536
849,661,1642
850,671,1587
851,644,1563
852,642,1574
853,673,1430
854,636,1208
855,598,940
856,640,791
857,655,660
858,597,812
859,661,996
860,634,1272
861,652,1437
862,643,1637
863,668,1803
864,733,1794
865,647,1932
866,667,1789
867,642,1754
868,678,1658
869,646,1308
870,639,1033
871,658,863
872,617,811
873,647,730
874,647,837
875,647,1014
876,697,1319
877,682,1590
878,696,1826
879,711,1839
880,726,1900
881,670,1944
882,645,1850
883,741,1789
884,689,1768
885,662,1461
886,647,1097
887,685,871
888,630,759
889,604,665
890,619,744
891,631,851
892,644,1176
893,667,1409
894,653,1641
895,710,1792
896,728,1972
897,722,1977
898,719,2027
899,810,2010
900,619,1825
901,714,1670
902,645,1467
903,640,1172
904,641,960
905,635,858
906,698,723
907,596,726
908,661,893
909,652,1166
910,671,1477
911,690,1666
912,735,1840
913,684,1918
914,711,2118
915,679,2050
916,728,2004
917,688,1935
918,703,1726
919,732,1498
920,643,1231
921,602,988
922,629,792
923,658,738
924,664,883
925,630,1084
926,654,1438
927,698,1623
928,745,1656
929,745,1788
930,702,2098
931,721,2033
932,679,1955
933,647,1766
934,715,1741
935,663,1424
936,630,1193
937,622,985
938,609,798
939,626,712
940,649,827
941,649,1023
942,683,1240
943,649,1426
944,699,1705
945,686,1823
946,669,1863
947,730,1938
948,713,1948
949,645,1908
950,681,1716
951,625,1418
952,619,1108
953,653,877
954,603,748
955,617,788
956,644,924
957,623,1081
958,681,1308
959,638,1590
960,660,1577
961,687,1727
962,626,1745
963,723,1682
964,618,1512
965,718,1385
966,603,1148
967,660,946
968,623,828
969,601,805
970,652,742
971,654,865
972,666,951
973,619,1067
974,630,1295
975,640,1369
976,656,1434
977,645,1491
978,680,1442
979,672,1301
980,683,1204
981,639,1021
982,615,876
983,643,761
984,639,767
985,648,827
986,654,892
987,644,1026
988,635,1099
989,686,1060
990,660,1087
991,682,1184
992,676,959
993,621,928
994,640,866
995,621,780
996,633,781
997,630,771
998,663,776
999,605,862
1000,621,932
1001,672,866
1002,648,881
1003,656,877
1004,658,807
1005,646,781
1006,611,739
1007,639,786
1008,633,774
1009,682,792
1010,611,801
1011,665,750
1012,620,773
1013,589,748
1014,653,695
