,Cy3 Pixel Values (Arb.U.),FITC Pixel Values (Arb.U.)
1438,1231,1049
1439,716,674
1440,731,700
1441,773,653
1442,782,705
1443,797,734
1444,816,676
1445,866,674
1446,810,750
1447,820,737
1448,876,781
1449,907,748
1450,882,743
1451,872,779
1452,846,714
1453,857,706
1454,858,688
1455,824,671
1456,758,657
1457,763,701
1458,777,679
1459,1181,1013
1460,1182,1032
1461,1201,1095
1462,1330,1033
1463,1238,1095
1464,1382,1145
1465,1281,1197
1466,1316,1165
1467,1332,1184
1468,1467,1202
1469,1409,1236
1470,1406,1241
1471,1490,1285
1472,1423,1250
1473,1477,1141
1474,1487,1250
1475,1451,1383
1476,1521,1199
1477,1430,1160
1478,1494,1216
1479,1414,1307
1480,1450,1236
1481,1548,1336
1482,1538,1257
1483,1488,1240
1484,1364,1212
1485,1525,1234
1486,1552,1220
1487,1474,1264
1488,1399,1200
1489,1413,1230
1490,1464,1218
1491,1252,1184
1492,1447,1250
1493,1375,1170
1494,1449,1089
1495,1288,1227
1496,1424,1186
1497,1378,1116
1498,1318,1147
1499,1300,1082
1500,1203,1119
1501,1208,1071
1502,1217,1088
1503,793,618
1504,805,679
1505,767,694
1506,824,670
1507,799,715
1508,791,694
1509,888,741
1510,843,736
1511,920,726
1512,926,775
1513,844,764
1514,955,741
1515,885,745
1516,888,790
1517,823,753
1518,866,751
1519,817,707
1520,820,679
1521,759,695
1522,757,752
1523,723,661
1524,1167,1018
1525,1217,1149
1526,1266,1075
1527,1277,1110
1528,1293,1229
1529,1280,1184
1530,1338,1056
1531,1382,1255
1532,1425,1167
1533,1436,1155
1534,1536,1222
1535,1577,1223
1536,1519,1268
1537,1390,1198
1538,1381,1269
1539,1422,1213
1540,1430,1249
1541,1391,1296
1542,1463,1285
1543,1590,1224
1544,1401,1211
1545,1467,1329
1546,1458,1334
1547,1611,1309
1548,1441,1333
1549,1539,1205
1550,1460,1313
1551,1535,1304
1552,1492,1201
1553,1447,1261
1554,1492,1334
1555,1500,1200
1556,1379,1219
1557,1442,1262
1558,1449,1234
1559,1435,1135
1560,1305,1132
1561,1361,1252
1562,1246,1087
1563,1338,1062
1564,1358,1131
1565,1207,1144
1566,1200,1085
1567,1195,1068
1568,726,699
1569,789,680
1570,767,712
1571,779,669
1572,818,723
1573,900,684
1574,854,717
1575,894,747
1576,885,789
1577,828,739
1578,916,757
1579,938,847
1580,843,758
1581,885,807
1582,918,754
1583,892,807
1584,891,712
1585,835,726
1586,831,721
1587,772,638
1588,705,654
1589,732,686
1590,1265,1026
1591,1292,1095
1592,1266,1004
1593,1277,1062
1594,1284,1120
1595,1418,1122
1596,1344,1182
1597,1422,1211
1598,1475,1235
1599,1471,1201
1600,1487,1255
1601,1445,1264
1602,1459,1271
1603,1487,1339
1604,1471,1203
1605,1511,1306
1606,1497,1298
1607,1511,1232
1608,1532,1308
1609,1522,1294
1610,1490,1331
1611,1455,1292
1612,1579,1344
1613,1489,1283
1614,1546,1295
1615,1513,1197
1616,1453,1245
1617,1524,1214
1618,1495,1367
1619,1538,1305
1620,1440,1206
1621,1497,1336
1622,1499,1247
1623,1396,1228
1624,1386,1181
1625,1312,1255
1626,1318,1159
1627,1380,1109
1628,1423,1196
1629,1413,1154
1630,1326,1091
1631,1306,1112
1632,1230,1095
1633,1262,1070
1634,784,646
1635,735,617
1636,778,636
1637,794,701
1638,839,635
1639,858,733
1640,878,804
1641,877,799
1642,937,788
1643,959,743
1644,914,804
1645,965,769
1646,861,782
1647,947,773
1648,935,769
1649,924,755
1650,860,783
1651,803,694
1652,833,739
1653,806,734
1654,783,719
1655,773,707
1656,743,707
1657,1222,1025
1658,1254,957
1659,1233,1056
1660,1338,1034
1661,1339,1108
1662,1347,1137
1663,1439,1210
1664,1403,1191
1665,1377,1259
1666,1337,1180
1667,1448,1338
1668,1489,1361
1669,1439,1244
1670,1390,1252
1671,1554,1286
1672,1491,1170
1673,1517,1302
1674,1509,1267
1675,1473,1333
1676,1414,1240
1677,1504,1343
1678,1550,1318
1679,1504,1327
1680,1514,1174
1681,1578,1296
1682,1474,1283
1683,1513,1214
1684,1566,1320
1685,1413,1305
1686,1428,1346
1687,1376,1245
1688,1513,1312
1689,1384,1244
1690,1421,1295
1691,1516,1187
1692,1380,1300
1693,1398,1208
1694,1383,1214
1695,1335,1205
1696,1278,1189
1697,1303,1174
1698,1377,1149
1699,1331,1167
1700,1235,1139
1701,1267,1036
1702,1161,1020
1703,766,638
1704,718,688
1705,776,691
1706,786,701
1707,841,680
1708,823,738
1709,811,743
1710,847,721
1711,912,799
1712,839,815
1713,957,813
1714,915,788
1715,975,810
1716,944,792
1717,951,769
1718,891,821
1719,940,707
1720,864,790
1721,821,774
1722,894,714
1723,754,665
1724,763,664
1725,723,713
1726,1142,1016
1727,1191,1061
1728,1266,1083
1729,1277,1166
1730,1331,1134
1731,1360,1158
1732,1349,1135
1733,1375,1135
1734,1542,1190
1735,1562,1227
1736,1417,1227
1737,1361,1323
1738,1474,1324
1739,1599,1183
1740,1520,1355
1741,1409,1314
1742,1521,1305
1743,1477,1349
1744,1513,1180
1745,1548,1328
1746,1472,1300
1747,1435,1224
1748,1560,1402
1749,1540,1329
1750,1565,1363
1751,1586,1289
1752,1415,1343
1753,1532,1370
1754,1508,1289
1755,1513,1219
1756,1474,1244
1757,1468,1314
1758,1507,1294
1759,1435,1241
1760,1540,1206
1761,1469,1150
1762,1445,1346
1763,1438,1200
1764,1462,1107
1765,1361,1147
1766,1413,1210
1767,1235,1121
1768,1324,1159
1769,1234,1178
1770,1094,1094
1771,1222,1011
1772,754,669
1773,771,668
1774,761,644
1775,759,711
1776,837,711
1777,880,778
1778,869,776
1779,834,790
1780,921,779
1781,987,847
1782,859,852
1783,905,814
1784,937,765
1785,876,809
1786,925,778
1787,897,766
1788,909,839
1789,880,740
1790,796,724
1791,840,771
1792,804,702
1793,764,721
1794,758,632
1795,1197,1017
1796,1213,1102
1797,1342,1132
1798,1351,1078
1799,1366,1187
1800,1332,1089
1801,1351,1176
1802,1397,1204
1803,1487,1210
1804,1450,1253
1805,1550,1326
1806,1525,1209
1807,1544,1313
1808,1441,1309
1809,1589,1384
1810,1541,1319
1811,1568,1295
1812,1638,1328
1813,1529,1358
1814,1464,1250
1815,1616,1274
1816,1524,1334
1817,1548,1368
1818,1507,1262
1819,1551,1297
1820,1390,1324
1821,1434,1386
1822,1597,1246
1823,1573,1309
1824,1447,1306
1825,1395,1220
1826,1400,1205
1827,1466,1274
1828,1443,1259
1829,1454,1294
1830,1359,1297
1831,1412,1222
1832,1479,1242
1833,1312,1200
1834,1383,1173
1835,1329,1168
1836,1311,1149
1837,1371,1031
1838,1219,1082
1839,1314,1067
1840,1159,1053
1841,655,741
1842,802,722
1843,805,670
1844,898,700
1845,848,690
1846,886,778
1847,869,732
1848,906,825
1849,866,812
1850,942,809
1851,863,764
1852,999,873
1853,918,803
1854,938,776
1855,908,773
1856,954,737
1857,878,742
1858,914,744
1859,794,726
1860,816,730
