,Cy3 Pixel Values (Arb.U.),FITC Pixel Values (Arb.U.)
1498,4654,1636
1499,4499,1532
1500,4269,1512
1501,4170,1441
1502,3952,1386
1503,3878,1336
1504,2603,992
1505,2832,995
1506,3175,1065
1507,3513,1180
1508,3472,1287
1509,3667,1282
1510,3958,1321
1511,4000,1371
1512,4040,1358
1513,4100,1454
1514,4134,1352
1515,4138,1459
1516,4229,1365
1517,4380,1572
1518,4439,1491
1519,4350,1452
1520,4132,1420
1521,4321,1518
1522,4126,1509
1523,4233,1466
1524,4080,1403
1525,3927,1421
1526,3753,1313
1527,3847,1317
1528,3425,1320
1529,3151,1186
1530,2972,1092
1531,2790,1046
1532,2425,1025
1533,2819,1115
1534,3065,1153
1535,3351,1275
1536,3625,1267
1537,3948,1326
1538,4163,1327
1539,4371,1372
1540,4340,1506
1541,4511,1609
1542,4582,1516
1543,4772,1482
1544,5054,1602
1545,4964,1585
1546,5039,1614
1547,5096,1708
1548,5085,1645
1549,5172,1637
1550,5105,1666
1551,5220,1756
1552,5190,1666
1553,5025,1658
1554,5136,1676
1555,5238,1734
1556,5298,1763
1557,5090,1642
1558,4981,1633
1559,5036,1673
1560,4785,1634
1561,4776,1633
1562,4680,1587
1563,4775,1487
1564,4609,1643
1565,4397,1539
1566,4172,1501
1567,3946,1433
1568,3824,1413
1569,2592,1009
1570,2935,1152
1571,3083,1106
1572,3215,1253
1573,3551,1309
1574,3756,1284
1575,3733,1306
1576,3943,1300
1577,4034,1367
1578,4020,1411
1579,4160,1438
1580,4356,1360
1581,4387,1454
1582,4228,1358
1583,4158,1480
1584,4320,1375
1585,4169,1426
1586,4026,1501
1587,3921,1446
1588,3801,1391
1589,3698,1306
1590,3672,1398
1591,3567,1271
1592,3411,1226
1593,3139,1137
1594,2830,1083
1595,2463,1076
1596,2205,950
1597,2847,1157
1598,3141,1120
1599,3411,1246
1600,3652,1256
1601,3850,1361
1602,3967,1406
1603,4236,1501
1604,4233,1527
1605,4617,1437
1606,4624,1501
1607,4758,1648
1608,4984,1647
1609,5040,1680
1610,4966,1639
1611,5153,1653
1612,5150,1599
1613,5323,1673
1614,5406,1701
1615,5211,1640
1616,5290,1658
1617,5402,1731
1618,5321,1671
1619,5394,1702
1620,5195,1647
1621,5066,1642
1622,5185,1690
1623,4946,1671
1624,5087,1681
1625,4799,1653
1626,4602,1632
1627,4659,1557
1628,4570,1528
1629,4436,1512
1630,4323,1572
1631,4154,1454
1632,3908,1357
1633,2439,1030
1634,2725,993
1635,2872,1161
1636,2925,1161
1637,3260,1322
1638,3535,1263
1639,3690,1302
1640,3632,1340
1641,3735,1383
1642,3802,1374
1643,3930,1345
1644,3906,1368
1645,3928,1393
1646,4021,1391
1647,3946,1450
1648,3967,1431
1649,3881,1434
1650,3757,1372
1651,3713,1211
1652,3682,1300
1653,3600,1253
1654,3420,1201
1655,3327,1193
1656,3025,1233
1657,2886,1145
1658,2577,1030
1659,2128,994
1660,3037,1106
1661,3143,1186
1662,3575,1221
1663,3719,1302
1664,3851,1329
1665,4021,1366
1666,4433,1392
1667,4497,1489
1668,4725,1479
1669,4716,1497
1670,4927,1602
1671,5075,1564
1672,5129,1626
1673,5102,1713
1674,4965,1713
1675,4981,1761
1676,5066,1759
1677,5146,1590
1678,5239,1764
1679,5176,1647
1680,5041,1764
1681,5184,1752
1682,5106,1688
1683,5223,1676
1684,5277,1666
1685,5209,1673
1686,5208,1651
1687,4903,1712
1688,4910,1660
1689,4797,1577
