,Cy3 Pixel Values (Arb.U.),FITC Pixel Values (Arb.U.)
1504,974,786
1505,898,830
1506,1007,848
1507,896,879
1508,922,850
1509,925,867
1510,898,825
1511,924,809
1512,949,858
1513,920,897
1514,878,845
1515,869,814
1516,933,836
1517,841,824
1518,929,791
1519,883,843
1520,912,780
1521,907,760
1522,902,768
1523,863,772
1524,846,774
1525,869,689
1526,857,742
1527,877,791
1528,857,725
1529,900,750
1530,888,769
1531,814,804
1532,877,811
1533,887,823
1534,910,817
1535,894,826
1536,870,811
1537,871,839
1538,880,818
1539,878,774
1540,984,862
1541,970,797
1542,915,810
1543,942,792
1544,937,895
1545,935,852
1546,981,799
1547,945,847
1548,860,829
1549,961,883
1550,927,852
1551,984,866
1552,914,814
1553,937,874
1554,913,824
1555,907,849
1556,984,847
1557,972,823
1558,983,826
1559,926,830
1560,979,817
1561,920,799
1562,907,789
1563,943,803
1564,870,793
1565,920,784
1566,926,816
1567,877,770
1568,831,730
1569,886,768
1570,817,719
1571,894,723
1572,843,753
1573,912,768
1574,881,771
1575,917,867
1576,842,802
1577,906,813
1578,871,830
1579,929,832
1580,887,817
1581,1046,822
1582,866,861
1583,880,822
1584,989,838
1585,974,832
1586,885,813
1587,999,869
1588,956,823
1589,902,838
1590,943,805
1591,939,864
1592,918,862
1593,908,926
1594,923,760
1595,867,798
1596,891,856
1597,906,862
1598,951,779
1599,945,855
1600,956,781
1601,895,868
1602,912,837
1603,904,742
1604,990,757
1605,858,831
1606,902,731
1607,859,821
1608,897,786
1609,871,779
1610,872,727
1611,852,723
1612,880,784
1613,842,734
1614,828,735
1615,829,748
1616,901,772
1617,887,758
1618,889,789
1619,939,776
1620,901,825
1621,879,849
1622,870,823
1623,986,801
1624,906,793
1625,965,827
1626,969,895
1627,914,831
1628,882,854
1629,888,833
1630,982,784
1631,1028,846
1632,947,846
1633,1062,842
1634,948,869
1635,963,899
1636,1054,858
1637,959,885
1638,959,842
1639,929,883
1640,997,816
1641,949,860
1642,1001,824
1643,943,819
1644,858,820
1645,921,849
1646,870,822
1647,984,766
1648,874,799
1649,844,791
1650,875,809
1651,901,814
1652,849,781
1653,908,757
1654,889,770
1655,783,728
1656,782,735
1657,887,775
1658,884,772
1659,854,751
1660,912,777
1661,922,772
1662,955,798
1663,936,792
1664,928,842
1665,880,874
1666,913,885
1667,955,888
1668,892,802
1669,894,808
1670,973,862
1671,1015,864
1672,938,840
1673,949,890
1674,979,816
1675,1020,808
1676,969,891
1677,894,873
1678,935,837
1679,1020,795
1680,920,797
1681,999,847
1682,952,823
1683,994,799
1684,1000,802
1685,897,929
1686,934,783
1687,910,856
1688,931,814
1689,938,903
1690,937,834
1691,976,811
1692,968,825
1693,914,811
1694,917,811
1695,899,776
1696,910,756
1697,952,785
1698,813,720
1699,822,807
1700,807,664
1701,860,753
1702,879,730
1703,911,843
1704,808,795
1705,861,776
1706,924,794
1707,960,852
1708,961,820
1709,874,836
1710,904,767
1711,949,893
1712,974,800
1713,934,858
1714,955,914
1715,969,827
1716,929,865
1717,999,898
1718,962,843
1719,964,808
1720,905,919
1721,902,831
1722,946,824
1723,912,841
1724,988,866
1725,953,833
1726,886,842
1727,1061,860
1728,917,867
1729,963,824
1730,924,758
1731,961,820
1732,935,783
1733,924,830
1734,941,906
1735,897,881
1736,936,807
1737,924,787
1738,910,779
1739,963,769
1740,952,766
1741,884,782
1742,786,721
1743,817,749
1744,833,707
1745,877,718
1746,855,812
1747,839,790
1748,856,770
1749,901,857
1750,812,765
1751,949,814
1752,951,817
1753,877,797
1754,914,795
1755,943,834
1756,949,852
1757,895,797
1758,1009,807
1759,991,826
1760,854,866
1761,924,860
1762,939,818
1763,919,872
1764,904,878
1765,956,844
1766,970,839
1767,953,898
1768,965,877
1769,979,819
1770,886,887
1771,888,836
1772,975,855
1773,902,861
1774,830,881
1775,885,845
1776,894,835
1777,941,846
1778,892,792
1779,934,845
1780,995,861
1781,924,773
1782,887,779
1783,921,839
1784,861,775
1785,908,690
1786,865,782
1787,892,778
1788,834,751
1789,942,753
1790,843,816
1791,930,706
1792,830,778
1793,902,779
1794,901,772
1795,952,799
1796,897,786
1797,899,831
1798,876,808
1799,948,811
1800,987,817
1801,911,897
1802,895,749
1803,986,861
1804,949,926
1805,938,896
1806,917,862
1807,992,849
1808,970,807
1809,1016,894
1810,910,781
1811,950,861
1812,1023,820
1813,931,827
1814,966,888
1815,984,804
1816,991,871
1817,1048,897
1818,980,839
1819,919,805
1820,927,866
1821,959,797
1822,975,808
1823,877,804
1824,950,824
1825,912,801
1826,858,754
1827,894,761
1828,853,764
1829,870,727
1830,820,723
1831,792,691
1832,866,742
1833,825,725
1834,820,770
1835,893,828
1836,880,739
1837,880,800
1838,901,880
1839,925,806
1840,932,784
1841,981,818
1842,954,835
1843,901,862
1844,961,833
1845,982,797
1846,912,816
1847,1026,845
1848,855,947
1849,911,897
1850,937,844
1851,982,867
1852,921,857
1853,997,861
1854,973,878
1855,989,830
1856,1005,871
1857,967,952
1858,934,857
1859,1001,786
1860,896,837
1861,935,929
1862,902,832
1863,926,835
1864,913,829
1865,958,803
1866,853,781
1867,944,816
1868,979,803
1869,912,850
1870,931,785
1871,857,783
1872,809,757
1873,842,734
1874,827,746
1875,868,731
1876,803,724
1877,873,744
1878,849,763
1879,875,817
1880,882,769
1881,849,763
1882,885,834
1883,931,797
1884,952,791
1885,904,818
1886,910,802
1887,945,828
1888,1027,817
1889,876,864
1890,974,871
1891,909,845
1892,977,841
1893,992,792
1894,974,863
1895,947,830
1896,944,824
1897,950,839
1898,938,841
1899,1028,895
1900,900,831
1901,929,866
1902,998,792
1903,945,872
1904,919,876
1905,895,841
1906,916,852
1907,917,798
1908,960,854
1909,866,886
1910,934,824
1911,937,810
1912,858,799
1913,936,832
1914,931,774
1915,875,796
1916,940,799
1917,871,848
1918,854,731
1919,903,712
1920,816,767
1921,839,780
1922,860,757
1923,856,807
1924,894,731
1925,935,798
1926,910,836
1927,939,816
1928,848,860
1929,879,869
1930,905,792
1931,899,781
1932,1001,832
1933,869,785
1934,945,897
1935,877,876
1936,913,787
1937,991,846
1938,884,839
1939,922,925
1940,921,801
1941,938,879
1942,941,834
1943,986,866
1944,895,774
1945,926,877
1946,975,852
1947,926,836
1948,928,838
1949,1004,843
1950,934,807
1951,993,855
1952,963,838
1953,1010,799
1954,906,775
1955,864,768
1956,1020,831
1957,890,806
1958,830,822
1959,897,865
1960,840,812
1961,850,756
1962,813,748
1963,803,749
1964,830,716
1965,803,752
1966,810,800
1967,922,732
1968,823,751
1969,865,770
1970,897,753
1971,959,786
1972,949,851
1973,896,797
1974,900,797
1975,901,803
1976,921,908
1977,947,931
1978,903,885
1979,960,916
1980,987,818
1981,906,915
1982,967,814
1983,945,819
1984,945,850
1985,961,823
1986,992,872
1987,989,867
1988,944,904
1989,943,815
1990,918,818
1991,962,814
1992,854,853
1993,899,797
1994,945,830
1995,936,842
1996,912,836
1997,890,858
1998,879,846
1999,860,826
2000,920,903
2001,868,825
2002,938,776
2003,922,760
2004,866,751
2005,818,820
2006,849,751
2007,768,722
2008,805,704
2009,863,774
2010,857,752
2011,867,758
2012,809,881
2013,906,835
2014,927,804
2015,864,764
2016,937,836
2017,913,821
2018,979,833
2019,916,794
2020,962,847
2021,924,876
2022,903,816
2023,896,862
2024,926,858
2025,927,891
2026,959,799
2027,998,848
2028,925,850
2029,996,891
2030,951,845
2031,932,814
2032,866,813
2033,914,815
2034,905,919
2035,940,879
2036,958,834
