,Cy3 Pixel Values (Arb.U.),FITC Pixel Values (Arb.U.)
1772,2592,1133
1773,2660,1130
1774,2670,1117
1775,2713,1081
1776,2663,1111
1777,2520,1103
1778,2537,1055
1779,2395,1007
1780,2250,1090
1781,2145,921
1782,1872,894
1783,1569,874
1784,1369,749
1785,1179,678
1786,1336,790
1787,1594,845
1788,1817,899
1789,2057,981
1790,2122,940
1791,2290,1069
1792,2338,1101
1793,2304,997
1794,2537,1073
1795,2490,1084
1796,2456,1051
1797,2681,1090
1798,2617,1095
1799,2639,1092
1800,2474,1055
1801,2387,1056
1802,2267,1063
1803,2193,932
1804,2071,921
1805,1880,914
1806,1429,831
1807,1247,779
1808,1204,763
1809,1440,855
1810,1595,837
1811,1849,878
1812,1980,932
1813,2097,1074
1814,2210,1054
1815,2421,1047
1816,2445,1078
1817,2423,1086
1818,2490,1048
1819,2363,1076
1820,2485,1080
1821,2410,1051
1822,2275,1030
1823,2227,1052
1824,2062,962
1825,1975,971
1826,1934,864
1827,1614,871
1828,1351,838
1829,1178,777
1830,1227,737
1831,1508,825
1832,1688,919
1833,1806,928
1834,2031,884
1835,1965,1022
1836,2043,1004
1837,2191,1022
1838,2236,983
1839,2178,953
1840,2229,1021
1841,2209,1031
1842,2193,1095
1843,2226,979
1844,2109,927
1845,1966,977
1846,1779,1014
1847,1625,843
1848,1389,740
1849,1231,737
1850,1138,760
1851,1242,749
1852,1425,869
1853,1559,831
1854,1719,943
1855,1826,921
1856,1950,972
1857,1935,1019
1858,2067,945
1859,2220,948
1860,2140,989
1861,2071,998
1862,2083,993
1863,1986,944
1864,1976,962
1865,1599,976
1866,1583,809
1867,1448,840
1868,1177,747
1869,1107,730
1870,1174,812
1871,1374,841
1872,1558,859
1873,1656,852
1874,1707,935
1875,1794,935
1876,1842,983
1877,1908,928
1878,1838,891
1879,1807,910
1880,1785,938
1881,1779,899
1882,1612,886
1883,1491,859
1884,1363,796
1885,1144,697
1886,1087,770
1887,1224,788
1888,1369,851
1889,1452,885
1890,1569,904
1891,1601,915
1892,1659,877
1893,1634,891
1894,1587,863
1895,1555,888
1896,1343,805
1897,1379,785
1898,1175,774
1899,1183,783
1900,1270,766
1901,1325,823
1902,1309,836
1903,1299,748
1904,1216,800
1905,1195,796
1906,1224,767
1907,1964,881
1908,1931,908
1909,1930,883
1910,1943,899
1911,2111,883
1912,2196,882
1913,2054,910
1914,2155,1005
1915,2220,980
1916,2208,1039
1917,2294,925
1918,2304,916
1919,2116,970
1920,1952,918
1921,1919,821
1922,2100,880
1923,2151,910
1924,2302,974
1925,2418,904
1926,2421,956
1927,2483,957
1928,2473,978
1929,2588,929
1930,2583,1060
1931,2532,1045
1932,2485,1044
1933,2373,1068
1934,2415,977
1935,2248,962
1936,2170,887
1937,1873,892
1938,1303,621
1939,1289,735
1940,1731,833
1941,1959,906
1942,2209,983
1943,2294,1013
1944,2360,1066
1945,2478,976
1946,2537,1056
1947,2733,1087
1948,2723,979
1949,2687,1165
1950,2642,1136
1951,2757,1113
1952,2784,1194
1953,2668,1093
1954,2609,1037
1955,2537,1022
1956,2337,1022
1957,2294,1003
1958,2203,1051
1959,1969,883
1960,1775,916
1961,1332,700
1962,1411,748
1963,1444,782
1964,1561,800
1965,1592,750
1966,1657,744
1967,1612,782
1968,1483,800
1969,1514,692
1970,1240,710
1971,1923,853
1972,1995,962
1973,2195,913
1974,2404,966
1975,2476,943
1976,2582,1047
1977,2609,1128
1978,2797,1091
1979,2794,1141
1980,2974,1173
1981,3059,1074
1982,3014,1103
1983,2851,1225
1984,2897,1136
1985,2935,1130
1986,2764,1172
1987,2675,1148
1988,2613,1104
1989,2425,1033
1990,2230,978
1991,2189,992
1992,2107,881
1993,1780,857
1994,1374,693
1995,1409,723
1996,1601,798
1997,1687,804
1998,1621,774
1999,1787,822
2000,1781,803
2001,1739,845
2002,1826,818
2003,1816,790
2004,1648,801
2005,1612,821
2006,1510,771
2007,1331,694
2008,1914,836
2009,2120,904
2010,2242,970
2011,2407,1005
2012,2509,1069
2013,2679,1023
2014,2766,1098
2015,2844,1152
2016,2964,1138
2017,2999,1137
2018,2912,1115
2019,2949,1176
2020,3097,1152
2021,3093,1209
2022,3116,1161
2023,2990,1281
2024,2980,1161
2025,3016,1197
2026,2828,1101
2027,2656,1193
2028,2478,1040
2029,2443,1038
2030,2245,913
2031,1981,942
2032,1792,832
2033,1369,674
2034,1536,817
2035,1645,849
2036,1716,827
2037,1890,812
2038,1938,879
2039,1870,876
2040,2005,877
2041,2039,917
2042,1897,946
2043,1884,892
2044,2036,854
2045,1825,879
2046,1678,866
2047,1461,782
2048,1351,744
2049,1220,651
2050,1816,759
2051,2068,966
2052,2190,956
2053,2421,1037
2054,2519,956
2055,2815,1160
2056,2852,1203
2057,3028,1182
2058,3036,1234
2059,3067,1195
2060,3029,1144
2061,3213,1258
2062,3105,1256
2063,3291,1266
2064,3220,1300
2065,3293,1182
2066,3056,1204
2067,3207,1179
2068,3208,1209
2069,3026,1217
2070,2862,1095
2071,2795,1039
2072,2583,1060
2073,2376,1097
2074,2330,1000
2075,2068,946
2076,1323,759
2077,1550,781
2078,1643,796
2079,1742,848
2080,1944,904
2081,2061,923
2082,2025,946
2083,2240,915
2084,2248,942
2085,2212,881
2086,2118,1000
2087,2102,953
2088,2024,928
2089,1972,873
2090,1979,883
2091,1822,797
2092,1645,820
2093,1392,752
2094,1288,686
2095,1951,896
2096,2214,1010
2097,2393,944
2098,2547,1022
2099,2647,1099
2100,2868,1144
2101,3039,1150
2102,3038,1218
2103,3152,1169
2104,3410,1213
2105,3448,1228
2106,3482,1343
2107,3454,1281
2108,3352,1247
2109,3363,1274
2110,3501,1221
2111,3478,1235
2112,3170,1226
2113,3224,1260
2114,3130,1171
2115,2968,1242
2116,2913,1123
2117,2612,1128
2118,2521,1035
2119,2360,1006
2120,2210,927
2121,1849,873
2122,1360,712
2123,1670,764
2124,1708,797
2125,1922,879
2126,2035,817
2127,2061,890
2128,2106,942
2129,2319,953
2130,2259,969
2131,2334,1034
2132,2421,978
2133,2332,950
2134,2324,983
2135,2123,946
2136,2091,933
2137,2147,979
2138,1974,930
2139,1783,878
2140,1563,790
2141,1463,712
2142,1210,704
2143,1838,857
2144,2081,918
2145,2283,975
2146,2559,1043
2147,2666,1131
2148,2965,1172
2149,3015,1181
2150,3065,1260
2151,3183,1184
2152,3082,1261
2153,3331,1204
2154,3461,1234
2155,3419,1338
2156,3469,1298
2157,3391,1243
2158,3562,1293
2159,3552,1294
2160,3509,1233
2161,3395,1148
2162,3149,1278
2163,3179,1272
2164,3164,1274
2165,3064,1161
2166,2962,1121
2167,2776,1138
2168,2427,1098
2169,2232,1031
2170,2006,968
2171,1285,639
2172,1504,754
2173,1695,859
2174,1899,842
2175,1942,897
2176,2069,846
2177,2107,971
2178,2205,979
2179,2360,1042
2180,2413,1073
2181,2471,955
2182,2439,1026
2183,2445,1053
2184,2445,1108
2185,2373,1044
2186,2323,1014
2187,2138,1005
2188,2100,906
2189,1892,896
2190,1745,794
2191,1521,789
2192,1261,701
2193,2215,922
2194,2298,982
2195,2409,1024
2196,2595,1067
2197,2823,1072
2198,2971,1124
2199,3177,1163
2200,3254,1161
2201,3272,1204
2202,3450,1288
2203,3489,1282
2204,3595,1311
2205,3600,1254
2206,3574,1345
2207,3662,1295
2208,3466,1331
2209,3500,1440
2210,3558,1397
2211,3542,1380
2212,3596,1265
2213,3409,1137
2214,3241,1263
2215,3097,1223
2216,3012,1165
2217,2940,1207
2218,2623,1177
2219,2583,1048
2220,2266,1078
2221,2018,909
2222,1425,733
2223,1725,783
2224,1751,851
2225,1863,908
2226,2224,1000
2227,2187,968
2228,2366,959
2229,2496,1010
2230,2389,1019
2231,2438,1003
2232,2609,1014
2233,2575,985
2234,2486,1075
2235,2568,985
2236,2402,986
2237,2331,1014
2238,2233,1027
2239,2114,945
2240,2062,847
2241,1789,856
2242,1623,863
2243,1518,757
2244,1247,716
2245,2119,982
2246,2329,1003
2247,2659,1072
2248,2855,1103
2249,2919,1156
2250,3012,1203
2251,3184,1231
2252,3540,1231
2253,3438,1293
2254,3469,1351
2255,3374,1297
2256,3635,1383
2257,3613,1281
2258,3497,1376
2259,3657,1300
2260,3764,1366
2261,3658,1364
2262,3620,1370
2263,3609,1342
2264,3502,1439
2265,3359,1224
2266,3265,1290
2267,3200,1277
2268,3067,1281
2269,2853,1203
2270,2739,1204
2271,2491,1062
2272,2397,1017
2273,2129,917
2274,1263,727
2275,1494,828
2276,1787,838
2277,1902,880
2278,2114,954
2279,2135,951
2280,2266,923
2281,2356,988
2282,2516,1050
2283,2505,1035
2284,2561,1021
2285,2659,1099
2286,2750,1050
2287,2738,1069
2288,2585,1071
2289,2647,1102
2290,2584,977
2291,2384,1002
2292,2418,981
2293,2218,936
2294,1998,898
2295,1987,848
2296,1717,887
2297,1433,763
2298,1906,842
2299,2103,917
2300,2488,1075
2301,2653,1115
2302,2850,1174
2303,3109,1180
2304,3269,1392
2305,3317,1180
2306,3264,1269
2307,3519,1275
2308,3752,1394
2309,3728,1312
2310,3771,1303
2311,3720,1384
2312,3843,1245
2313,3781,1395
2314,3802,1401
2315,3713,1353
2316,3702,1296
2317,3585,1371
2318,3479,1269
2319,3435,1299
2320,3488,1310
2321,3230,1275
2322,3166,1232
2323,3069,1177
2324,2836,1161
2325,2635,1044
2326,2436,1033
2327,2147,1000
2328,1388,776
2329,1701,804
2330,1732,913
2331,1869,850
2332,2058,944
2333,2296,927
2334,2490,1077
2335,2499,1057
2336,2457,1039
2337,2566,978
2338,2662,1041
2339,2759,1063
2340,2648,1081
2341,2669,1046
2342,2640,1065
2343,2640,1100
2344,2539,1080
2345,2403,1013
2346,2256,1080
2347,2228,986
2348,2140,898
2349,1918,933
2350,1770,866
2351,1526,818
2352,2114,925
2353,2309,943
2354,2521,1035
2355,2729,1081
2356,2959,1155
2357,3128,1186
2358,3265,1294
2359,3306,1244
2360,3368,1339
2361,3485,1283
2362,3543,1301
2363,3780,1349
2364,3694,1353
2365,3742,1429
2366,3823,1418
2367,3769,1272
2368,3804,1421
2369,3696,1440
2370,3721,1324
2371,3743,1342
2372,3705,1329
2373,3552,1367
2374,3458,1280
2375,3323,1316
2376,3193,1347
2377,3073,1150
2378,2982,1137
2379,2784,1112
2380,2553,1049
2381,2358,1059
2382,1523,775
2383,1720,855
2384,1826,857
2385,2108,929
2386,2272,937
2387,2264,1034
2388,2427,1001
2389,2496,1103
2390,2466,1024
2391,2706,1095
2392,2827,1131
2393,2728,1135
2394,2739,1097
2395,2669,1025
2396,2740,1076
2397,2598,1045
2398,2451,1086
2399,2555,1069
2400,2530,983
2401,2416,971
2402,2190,1032
2403,2047,915
2404,1859,821
2405,1500,802
2406,1278,767
2407,2109,894
2408,2362,955
2409,2651,1019
2410,2833,1143
2411,2933,1161
2412,3082,1198
2413,3376,1239
2414,3353,1350
2415,3618,1243
2416,3576,1331
2417,3690,1333
2418,3656,1298
2419,3600,1273
2420,3539,1390
2421,3741,1380
2422,3730,1428
2423,3855,1362
2424,3727,1417
2425,3926,1432
2426,3592,1409
2427,3590,1367
2428,3549,1336
2429,3500,1368
2430,3364,1319
2431,3302,1209
2432,3137,1264
2433,2960,1185
2434,2906,1134
2435,2667,1085
2436,2334,1083
2437,2048,919
2438,1449,823
2439,1723,844
2440,1764,865
2441,2066,930
2442,2216,995
2443,2276,942
2444,2413,1008
2445,2640,1037
2446,2778,993
2447,2760,1067
2448,2739,1043
2449,2631,1137
2450,2812,1058
2451,2744,1104
2452,2600,1110
2453,2719,1117
2454,2659,960
2455,2609,1005
2456,2614,1051
2457,2278,1002
2458,2230,953
2459,2018,939
2460,1843,923
2461,1588,817
2462,1284,759
2463,2111,1034
2464,2379,1046
2465,2589,1104
2466,2856,1204
2467,2925,1095
2468,3110,1228
2469,3342,1263
2470,3418,1322
2471,3410,1189
2472,3543,1379
2473,3729,1308
2474,3674,1266
2475,3763,1429
2476,3806,1441
2477,3964,1414
2478,4037,1393
2479,3806,1447
2480,3755,1445
2481,3722,1395
2482,3862,1411
2483,3725,1397
2484,3695,1343
2485,3489,1352
2486,3368,1286
2487,3301,1234
2488,3189,1237
2489,2962,1090
2490,2812,1107
2491,2588,1060
2492,2437,990
2493,2053,993
2494,1228,742
2495,1381,701
2496,1694,842
2497,1926,900
2498,2074,970
2499,2092,946
2500,2572,986
2501,2482,1026
2502,2511,1054
2503,2740,1142
2504,2733,1161
2505,2616,1116
2506,2818,1063
2507,2794,1083
2508,2775,1093
2509,2821,1080
2510,2733,1128
2511,2580,1122
2512,2680,980
2513,2592,979
2514,2245,999
2515,2148,1042
2516,1983,977
2517,1852,818
2518,1590,835
2519,1245,760
2520,1839,836
2521,2064,933
2522,2476,1063
2523,2618,1123
2524,2757,1171
2525,3012,1243
2526,3221,1263
2527,3167,1219
2528,3434,1284
2529,3606,1355
2530,3581,1336
2531,3730,1358
2532,3825,1487
2533,3858,1388
2534,3839,1462
2535,3939,1429
2536,3697,1397
2537,3866,1358
2538,3784,1439
2539,3806,1420
2540,3613,1389
2541,3599,1456
2542,3659,1377
2543,3637,1363
2544,3442,1351
2545,3336,1188
2546,3166,1215
2547,3078,1220
2548,2870,1213
2549,2589,1087
2550,2309,1019
2551,1964,979
2552,1426,796
2553,1688,847
2554,1846,824
2555,2079,979
2556,2248,965
2557,2469,1003
2558,2507,1058
2559,2558,1073
2560,2688,1037
2561,2798,1067
2562,2794,1098
2563,2807,1084
2564,2710,1152
2565,2843,1093
2566,2797,1098
2567,2680,1070
2568,2699,1026
2569,2621,1021
2570,2440,1053
2571,2549,1005
2572,2287,1062
2573,2127,932
2574,1964,812
2575,1644,839
2576,1392,729
2577,2110,1030
2578,2376,971
2579,2710,1063
2580,2782,1088
2581,2977,1252
2582,3064,1168
2583,3292,1214
2584,3579,1296
2585,3570,1325
2586,3476,1346
2587,3727,1404
2588,3608,1395
2589,3730,1397
2590,3852,1386
2591,3840,1345
2592,3852,1469
2593,3625,1445
2594,3685,1316
2595,3822,1331
2596,3718,1407
2597,3638,1394
2598,3502,1379
2599,3525,1401
2600,3405,1333
2601,3315,1287
2602,3139,1258
2603,2886,1226
2604,2784,1138
2605,2611,1168
2606,2307,1088
2607,1940,991
2608,1499,790
2609,1653,822
2610,1804,862
2611,1956,980
2612,2141,992
2613,2385,985
2614,2502,1078
2615,2601,1069
2616,2676,1059
2617,2577,1017
2618,2777,1107
2619,2724,1129
2620,2710,1116
2621,2778,1170
2622,2781,1137
2623,2699,1096
2624,2498,1036
2625,2426,1039
2626,2391,1043
2627,2405,1054
2628,2315,1003
2629,2222,949
2630,1803,785
2631,1589,853
2632,1243,723
2633,2054,997
2634,2417,1070
2635,2552,1154
2636,2718,1158
2637,3082,1191
2638,3144,1246
2639,3201,1239
2640,3521,1272
2641,3694,1314
2642,3563,1397
2643,3653,1369
2644,3777,1344
2645,3813,1475
2646,3739,1470
2647,3870,1453
2648,3804,1367
2649,3910,1406
2650,3776,1372
2651,3675,1435
2652,3633,1424
2653,3685,1371
2654,3608,1288
2655,3470,1251
2656,3223,1244
2657,3363,1187
2658,3098,1231
2659,3081,1222
2660,2960,1113
2661,2604,1047
2662,2438,1082
2663,2006,987
2664,1465,698
2665,1598,786
2666,1901,887
2667,2013,941
2668,2139,993
2669,2258,981
2670,2454,883
2671,2519,1104
2672,2623,1020
2673,2610,1081
2674,2625,1079
2675,2738,1093
2676,2766,1052
2677,2828,1093
2678,2525,1116
2679,2719,1071
2680,2612,1086
2681,2618,1075
2682,2353,1017
2683,2323,1020
2684,2281,934
2685,1963,985
2686,1900,940
2687,1538,779
2688,1256,683
2689,2042,951
2690,2222,1004
2691,2428,1039
2692,2747,1158
2693,2948,1253
2694,3171,1159
2695,3349,1307
2696,3449,1301
2697,3481,1345
2698,3491,1374
2699,3700,1324
2700,3853,1383
2701,3942,1362
2702,3779,1296
2703,3750,1363
2704,3891,1366
2705,3752,1432
2706,3807,1335
2707,3771,1370
2708,3595,1359
2709,3779,1338
2710,3610,1330
2711,3522,1329
2712,3345,1275
2713,3072,1328
2714,3191,1235
2715,3109,1113
2716,2823,1192
2717,2501,1014
2718,2183,1052
2719,2010,1015
2720,1347,698
2721,1638,805
2722,1774,825
2723,1774,846
2724,2118,955
2725,2300,1017
2726,2331,970
2727,2477,1042
2728,2713,1047
2729,2612,1093
2730,2726,1147
2731,2831,1115
2732,2648,1065
2733,2671,1049
2734,2637,1048
2735,2560,1071
2736,2658,1066
2737,2545,1044
2738,2363,978
2739,2295,1038
2740,2186,1011
2741,1921,882
2742,1668,830
2743,1425,812
2744,1913,922
2745,2223,996
2746,2606,1044
2747,2688,1158
2748,3027,1186
2749,3056,1214
2750,3125,1279
2751,3346,1200
2752,3533,1231
2753,3584,1274
2754,3661,1338
2755,3734,1347
2756,3696,1333
2757,3640,1344
2758,3678,1381
2759,3732,1350
2760,3830,1433
2761,3831,1342
2762,3661,1393
2763,3491,1366
2764,3735,1391
2765,3578,1310
2766,3374,1381
2767,3295,1267
2768,3264,1300
2769,2972,1246
2770,2885,1155
2771,2635,1157
2772,2504,987
2773,2201,1038
2774,1936,937
2775,1296,704
2776,1478,756
2777,1699,836
2778,1875,869
2779,1997,930
2780,2096,988
2781,2313,1033
2782,2497,1097
2783,2556,1063
2784,2537,1062
2785,2615,1200
2786,2554,1139
2787,2565,1121
2788,2749,1049
2789,2644,1082
2790,2625,1044
2791,2494,995
2792,2426,968
2793,2238,970
2794,2250,993
2795,1974,914
2796,1905,963
2797,1520,830
2798,1254,746
2799,1873,904
2800,2178,980
2801,2481,1053
2802,2669,1084
2803,2732,1171
2804,2960,1252
2805,3090,1225
2806,3211,1295
2807,3307,1301
2808,3297,1264
2809,3474,1346
2810,3506,1309
2811,3653,1415
2812,3766,1368
2813,3745,1392
2814,3564,1356
2815,3589,1351
2816,3737,1279
2817,3551,1319
2818,3501,1302
2819,3527,1402
2820,3395,1282
2821,3305,1283
2822,3224,1234
2823,3182,1218
2824,2973,1255
2825,2763,1188
2826,2609,1102
2827,2349,1059
2828,2055,1017
2829,1293,792
2830,1582,802
2831,1814,844
2832,1968,917
2833,1999,978
2834,2263,963
2835,2211,1010
2836,2211,1003
2837,2469,1017
2838,2518,1070
2839,2604,1029
2840,2587,1080
2841,2540,1090
2842,2432,1074
2843,2541,1073
2844,2354,1069
2845,2259,1042
2846,2332,997
2847,2161,931
2848,1938,912
2849,1708,814
2850,1477,766
2851,1196,704
2852,2081,1042
2853,2342,1073
2854,2560,1121
2855,2785,1138
2856,2936,1225
2857,3021,1247
2858,3074,1178
2859,3226,1281
2860,3441,1328
2861,3524,1196
2862,3424,1211
2863,3556,1395
2864,3608,1362
2865,3745,1295
2866,3684,1392
2867,3666,1344
2868,3580,1326
2869,3559,1442
2870,3511,1335
2871,3374,1208
2872,3418,1254
2873,3412,1333
2874,3038,1266
2875,3156,1155
2876,2833,1183
2877,2720,1183
2878,2527,1092
2879,2311,1065
2880,1994,998
2881,1234,718
2882,1387,750
2883,1685,863
2884,1856,820
2885,1986,964
2886,2109,1014
2887,2179,951
2888,2195,988
2889,2361,1064
2890,2295,1017
2891,2372,1121
2892,2566,1060
2893,2446,1041
2894,2390,940
2895,2267,1072
2896,2214,999
2897,2120,1004
2898,2210,842
2899,2053,980
2900,1746,865
2901,1475,759
2902,1254,741
2903,1858,888
2904,2086,1015
2905,2346,1038
2906,2579,1158
2907,2765,1147
2908,3072,1235
2909,3045,1133
2910,3211,1269
2911,3290,1247
2912,3441,1299
2913,3334,1271
2914,3386,1316
2915,3471,1230
2916,3514,1267
2917,3452,1378
2918,3454,1368
2919,3539,1249
2920,3498,1307
2921,3319,1341
2922,3263,1363
2923,3458,1276
2924,3279,1254
2925,3071,1214
2926,2902,1280
2927,2729,1200
2928,2676,1121
2929,2305,1080
2930,2030,1008
2931,1704,928
2932,1288,732
2933,1384,818
2934,1679,818
2935,1877,854
2936,1974,888
2937,2021,951
2938,2141,1010
2939,2207,998
2940,2263,995
2941,2262,1023
2942,2339,1010
2943,2264,1000
2944,2331,1019
2945,2224,989
2946,2125,983
2947,2103,970
2948,1979,907
2949,1779,910
2950,1456,931
2951,1301,781
2952,1164,711
2953,1825,886
2954,1968,932
2955,2262,999
2956,2475,1055
2957,2767,1142
2958,2838,1168
2959,3076,1165
2960,3205,1218
2961,3126,1251
2962,3230,1302
2963,3292,1268
2964,3513,1316
2965,3422,1307
2966,3511,1229
2967,3460,1305
2968,3542,1255
2969,3439,1281
2970,3239,1206
2971,3262,1290
2972,3322,1375
2973,3026,1193
2974,3094,1227
2975,2861,1226
2976,2845,1159
2977,2662,1109
2978,2492,1092
2979,2186,1059
2980,1905,954
2981,1219,747
2982,1465,784
2983,1599,842
2984,1704,909
2985,1887,902
2986,2024,949
2987,2108,937
2988,2159,963
2989,2042,958
2990,2063,991
2991,2105,1062
2992,2079,909
2993,1989,911
2994,1960,993
2995,1839,905
2996,1678,825
2997,1519,871
2998,1306,771
2999,1198,758
3000,1955,971
3001,2145,911
3002,2417,1054
3003,2513,1103
3004,2732,1174
3005,2777,1097
3006,2977,1212
3007,3049,1239
3008,3169,1259
3009,3168,1264
3010,3289,1294
3011,3296,1360
3012,3350,1231
3013,3214,1192
3014,3296,1324
3015,3250,1319
3016,3193,1276
3017,3263,1222
3018,3122,1223
3019,2988,1159
3020,2949,1214
3021,2730,1163
3022,2660,1052
3023,2534,1106
3024,2383,986
3025,2089,982
3026,1784,886
3027,1270,720
3028,1401,820
3029,1546,792
3030,1729,835
3031,1794,898
3032,1877,922
3033,1931,868
3034,1818,901
3035,1952,890
3036,2032,961
3037,1931,933
3038,1856,879
3039,1702,935
3040,1632,870
3041,1575,763
3042,1385,817
3043,1172,695
3044,1644,797
3045,1983,936
3046,2082,999
3047,2330,1067
3048,2510,1133
3049,2637,1120
3050,2794,1179
3051,3026,1144
3052,3061,1266
3053,3140,1214
3054,3133,1192
3055,3148,1214
3056,3189,1324
3057,3217,1219
3058,3155,1296
3059,3182,1233
3060,3160,1298
3061,3018,1206
3062,3020,1194
3063,2960,1242
3064,2808,1115
3065,2737,1174
3066,2509,1133
3067,2336,1027
3068,2106,1057
3069,1783,906
3070,1137,710
3071,1254,718
3072,1566,799
3073,1553,817
3074,1590,782
3075,1675,893
3076,1621,880
3077,1666,855
3078,1643,885
3079,1614,811
3080,1586,880
3081,1491,818
3082,1337,828
3083,1265,743
3084,1183,721
3085,1799,809
3086,2003,994
3087,2144,1040
3088,2343,1063
3089,2538,1022
3090,2664,1136
3091,2712,1139
3092,2763,1193
3093,2828,1243
3094,2978,1163
3095,2993,1188
3096,3036,1264
3097,3067,1198
3098,3023,1165
3099,2990,1225
3100,2977,1239
3101,2783,1220
3102,2909,1190
3103,2865,1105
3104,2796,1138
3105,2504,1041
3106,2314,1029
3107,2050,1067
3108,1828,964
3109,1159,668
3110,1285,720
3111,1370,771
3112,1343,734
3113,1413,792
3114,1476,804
3115,1436,830
3116,1384,753
3117,1355,768
3118,1231,747
3119,1224,711
3120,1655,902
3121,1866,998
3122,2115,1031
3123,2252,1009
3124,2424,1070
3125,2592,1156
3126,2649,1113
3127,2568,1153
3128,2770,1263
3129,2925,1156
3130,2856,1156
3131,2819,1200
3132,2869,1202
3133,2852,1197
3134,2897,1190
3135,2787,1114
3136,2686,1194
3137,2497,1146
3138,2393,1015
3139,2298,1072
3140,2081,1041
3141,1769,956
3142,1177,715
3143,1115,719
3144,1224,704
3145,1841,945
3146,1974,1011
3147,2217,1014
3148,2254,1054
3149,2479,1060
3150,2519,1077
3151,2595,1134
3152,2615,1158
3153,2627,1104
3154,2609,1160
3155,2636,1105
3156,2661,1090
3157,2479,1107
3158,2402,1087
3159,2366,1148
3160,2256,1098
3161,2190,1029
3162,2016,957
3163,1842,967
3164,1933,1026
3165,2027,933
3166,2076,1015
3167,2259,963
3168,2315,1019
3169,2297,1080
3170,2439,1112
3171,2430,1075
3172,2342,1069
3173,2314,1105
3174,2351,1070
3175,2270,1042
3176,2207,998
3177,2020,988
3178,1821,935
3179,1927,933
3180,2004,1034
3181,2127,1044
3182,2078,1009
3183,2028,973
3184,1968,1070
3185,1930,1051
3186,2017,1006
3187,1868,1004
3188,959,657
3189,953,615
3190,928,632
3191,1025,662
3192,998,642
3193,1079,642
3194,1067,632
3195,1118,678
3196,1056,660
3197,956,659
3198,955,604
3199,998,655
3200,1050,635
3201,1208,674
3202,1316,675
3203,1319,724
3204,1336,701
3205,1292,760
3206,1278,688
3207,1285,699
3208,1126,681
3209,1051,699
3210,999,653
3211,977,615
3212,1007,700
3213,1211,681
3214,1329,699
3215,1451,759
3216,1501,759
3217,1596,774
3218,1547,793
3219,1483,829
3220,1496,831
3221,1420,749
3222,1272,750
3223,1135,709
3224,1010,692
3225,946,675
3226,1061,663
3227,1245,715
3228,1326,687
3229,1435,794
3230,1642,823
3231,1683,813
3232,1654,803
3233,1657,893
3234,1771,849
3235,1649,867
3236,1523,837
3237,1519,798
3238,1255,743
3239,1089,765
3240,1020,684
3241,982,699
3242,1221,674
3243,1414,843
3244,1545,804
3245,1633,777
3246,1728,834
3247,1817,907
3248,1846,891
3249,1779,926
3250,1774,926
3251,1857,825
3252,1724,859
3253,1613,840
3254,1463,801
3255,1336,722
3256,1129,760
3257,1030,680
3258,953,636
3259,1072,683
3260,1335,743
3261,1520,782
3262,1672,793
3263,1736,880
3264,1752,956
3265,1895,911
3266,1939,930
3267,1880,922
3268,1896,868
3269,1858,882
3270,1876,950
3271,1786,931
3272,1609,839
3273,1552,803
3274,1217,740
3275,1065,696
3276,1032,667
3277,1240,727
3278,1410,748
3279,1569,821
3280,1723,854
3281,1903,934
3282,1866,927
3283,1945,889
3284,1976,993
3285,2090,896
3286,2063,956
3287,1982,918
3288,1909,871
3289,1973,872
3290,1714,822
3291,1576,845
3292,1325,708
3293,1098,703
3294,1034,682
3295,1073,663
3296,1208,757
3297,1359,806
3298,1641,854
3299,1799,896
3300,1914,870
3301,1903,912
3302,2062,973
3303,2094,951
3304,2220,965
3305,2119,941
3306,1985,985
3307,1983,977
3308,1939,950
3309,1742,908
3310,1594,830
3311,1429,774
3312,1159,710
3313,1045,689
3314,948,647
3315,1145,667
3316,1191,716
3317,1598,803
3318,1712,815
3319,1782,967
3320,2053,953
3321,2085,876
3322,2071,941
3323,2050,940
3324,2065,1021
3325,2043,981
3326,2057,988
3327,1924,912
3328,1912,898
3329,1881,897
3330,1678,901
3331,1499,823
3332,1209,744
3333,1080,648
3334,934,624
3335,1045,687
3336,1334,739
3337,1538,905
3338,1698,848
3339,1864,814
3340,1923,936
3341,2001,863
3342,2177,917
3343,2193,1043
3344,2198,998
3345,2190,1027
3346,2037,1025
3347,1994,919
3348,1935,917
3349,1806,869
3350,1780,892
3351,1464,846
3352,1284,751
3353,1038,668
3354,895,631
3355,1015,667
3356,1341,744
3357,1618,887
3358,1681,895
3359,1802,824
3360,1913,941
3361,2021,941
3362,2191,944
3363,2055,916
3364,2037,973
3365,2122,1050
3366,2013,925
3367,1931,915
3368,1933,938
3369,1782,891
3370,1643,863
3371,1396,851
3372,1214,770
3373,1038,670
3374,1037,655
3375,1395,731
3376,1439,783
3377,1690,945
3378,1758,841
3379,1914,962
3380,1951,914
3381,2027,992
3382,2135,922
3383,2110,918
3384,2067,930
3385,1880,1004
3386,1970,946
3387,1878,868
3388,1807,895
3389,1671,856
3390,1361,755
3391,1124,741
3392,1060,670
3393,1020,693
3394,1155,734
3395,1447,830
3396,1591,865
3397,1813,836
3398,1821,960
3399,1955,957
3400,2019,919
3401,1991,1060
3402,2011,893
3403,2034,975
3404,1908,970
3405,1957,940
3406,1850,928
3407,1738,891
3408,1570,861
3409,1385,806
