,CY3_Intensity,GFP_Intensity,Label
604,9509,26131,3
605,9401,25622,3
606,9103,25142,3
607,8593,24888,3
608,8051,23580,3
609,7941,22742,3
610,7868,21649,3
611,7393,20409,3
612,6878,19785,3
613,6408,18733,3
614,7551,20172,3
615,7811,21050,3
616,8242,22573,3
617,8862,23228,3
618,8717,23846,3
619,9226,24646,3
620,9190,24938,3
621,9595,25669,3
622,9807,26792,3
623,9921,27125,3
624,10316,27666,3
625,10284,27962,3
626,10499,28467,3
627,10280,28430,3
628,10612,29236,3
629,10717,29959,3
630,10898,29304,3
631,11081,30177,3
632,11158,30727,3
633,11371,31122,3
634,11335,31305,3
635,11480,31087,3
636,11772,31850,3
637,11667,31527,3
638,11700,32031,3
639,11773,31922,3
640,11773,32179,3
641,11959,32146,3
642,11668,32474,3
643,11813,32546,3
644,11741,32291,3
645,12209,32505,3
646,12136,32250,3
647,12031,32874,3
648,11850,32472,3
649,11959,32292,3
650,11954,31923,3
651,11808,32359,3
652,11777,31963,3
653,11664,31813,3
654,11699,32141,3
655,11700,31595,3
656,11553,31704,3
657,11521,31418,3
658,11335,31269,3
659,11158,31055,3
660,11190,30613,3
661,11153,30832,3
662,10644,30031,3
663,10393,29527,3
664,10898,29668,3
665,10685,28908,3
666,10389,28320,3
667,10166,27843,3
668,9953,27593,3
669,9959,26761,3
670,9595,26107,3
671,9230,25925,3
672,9049,25816,3
673,8693,24655,3
674,8571,23520,3
675,8175,22688,3
676,7592,21668,3
677,7302,20395,3
678,7152,20100,3
679,6244,18425,3
680,7331,20190,3
681,7840,21645,3
682,8130,22265,3
683,8203,22883,3
684,8493,23683,3
685,9039,24665,3
686,9143,25025,3
687,9511,25648,3
688,9806,26526,3
689,10454,27031,3
690,9910,28086,3
691,10305,28226,3
692,10672,29177,3
693,10781,29032,3
694,10672,29577,3
695,11040,29837,3
696,10890,29941,3
697,11249,29973,3
698,11394,30883,3
699,11616,31178,3
700,11471,31142,3
701,11466,31392,3
702,11394,32011,3
703,11652,32124,3
704,11435,31906,3
705,12271,32924,3
706,12234,32088,3
707,12271,32525,3
708,12017,32888,3
709,12048,32593,3
710,12089,32670,3
711,12017,32779,3
712,12166,32638,3
713,12307,32779,3
714,12053,33107,3
715,11908,32960,3
716,12017,32452,3
717,12089,33288,3
718,11829,32810,3
719,12089,32124,3
720,11944,32269,3
721,11544,32124,3
722,11980,32088,3
723,11834,32124,3
724,11612,31392,3
725,11657,31875,3
726,11725,31506,3
727,11362,31542,3
728,11171,30842,3
729,11035,31105,3
730,10817,30014,3
731,10999,29833,3
732,10382,29505,3
733,10709,29177,3
734,10563,29213,3
735,10309,28086,3
736,10132,28054,3
737,9765,27504,3
738,9765,27031,3
739,9257,26230,3
740,9220,25648,3
741,8862,24816,3
742,8644,23834,3
743,8094,22992,3
744,7731,22229,3
745,7477,20773,3
746,6605,19644,3
747,6533,18772,3
748,6824,19276,3
749,7587,20872,3
750,7986,21673,3
751,8245,23019,3
752,8712,23487,3
753,9002,24033,3
754,9329,25412,3
755,9262,25090,3
756,9987,26761,3
757,9734,27016,3
758,10315,28140,3
759,10206,28177,3
760,10565,29008,3
761,10745,29554,3
762,10714,29631,3
763,11149,30066,3
764,11109,30280,3
765,11222,30683,3
766,11295,31372,3
767,11331,31699,3
768,11585,31009,3
769,11985,31737,3
770,11616,32277,3
771,11834,32459,3
772,12201,32681,3
773,11911,32645,3
774,11834,32713,3
775,12056,32899,3
776,12201,33442,3
777,12306,33112,3
778,12348,33443,3
779,12161,33474,3
780,12310,33589,3
781,12124,33584,3
782,12166,33770,3
783,12233,33728,3
784,12239,33008,3
785,12306,34056,3
786,12452,33365,3
787,12343,33256,3
788,11948,32753,3
789,12166,33844,3
790,11871,32748,3
791,11984,32680,3
792,11911,32282,3
793,11980,32386,3
794,11911,31990,3
795,11871,32241,3
796,11362,31949,3
797,11548,31555,3
798,11222,31010,3
799,11362,30643,3
800,11031,30783,3
801,10823,29884,3
802,10710,29770,3
803,10641,29594,3
804,10496,28976,3
805,10133,28613,3
806,10165,27990,3
807,9878,26980,3
808,9697,26834,3
809,9149,26030,3
810,9039,25085,3
811,8748,24795,3
812,8609,23783,3
813,8173,22912,3
814,7561,22443,3
815,7083,20841,3
816,6648,19715,3
817,6316,18404,3
818,7370,20579,3
819,7698,21488,3
820,8062,22036,3
821,8462,23381,3
822,8935,24364,3
823,9112,24870,3
824,9372,25491,3
825,9519,26656,3
826,9845,27312,3
827,10392,27567,3
828,10501,28440,3
829,10501,28732,3
830,10901,29350,3
831,10900,29606,3
832,10974,30151,3
833,11119,30624,3
834,11379,31066,3
835,11415,31357,3
836,11229,31460,3
837,11625,32221,3
838,11775,32334,3
839,11557,31935,3
840,11987,32439,3
841,12065,32408,3
842,12283,32953,3
843,12174,33281,3
844,12247,33281,3
845,12392,33608,3
846,12575,34044,3
847,12724,33868,3
848,12352,33603,3
849,12543,33502,3
850,12684,34336,3
851,12792,33936,3
852,12389,34150,3
853,12466,33534,3
854,12471,33614,3
855,12097,33384,3
856,12721,33826,3
857,12580,33903,3
858,12429,33681,3
859,12026,33713,3
860,12175,33207,3
861,11737,33316,3
862,12034,32704,3
863,12066,33172,3
864,11778,33212,3
865,11562,32449,3
866,11774,32152,3
867,11774,32444,3
868,11557,31571,3
869,11369,31639,3
870,11337,30770,3
871,10979,30410,3
872,11229,30259,3
873,10828,29569,3
874,10684,29023,3
875,10392,29133,3
876,10211,28258,3
877,10214,27900,3
878,10031,27354,3
879,9301,26730,3
880,9336,26365,3
881,9153,25491,3
882,8973,24873,3
883,8536,23600,3
884,7918,23271,3
885,7630,22149,3
886,7044,20651,3
887,6611,19529,3
888,6242,18104,3
889,7241,19692,3
890,7928,20850,3
891,7996,21968,3
892,8285,23200,3
893,8720,23814,3
894,9226,24900,3
895,9376,25631,3
896,9588,26023,3
897,9734,27001,3
898,10099,28128,3
899,10314,28124,3
900,10499,29033,3
901,10608,29614,3
902,10820,29898,3
903,11149,30012,3
904,11431,30619,3
905,11439,30592,3
906,11657,31786,3
907,11621,31677,3
908,11983,32365,3
909,11730,31858,3
910,11983,33161,3
911,12196,32977,3
912,12267,32941,3
913,12525,33271,3
914,12018,33054,3
915,12520,34028,3
916,12561,33814,3
917,12411,33339,3
918,12163,33886,3
919,12955,34173,3
920,12774,34137,3
921,12737,34243,3
922,12705,34249,3
923,12375,34390,3
924,12960,34321,3
925,12629,34280,3
926,12888,33887,3
927,12629,33990,3
928,12453,34104,3
929,12594,34280,3
930,12774,34208,3
931,12344,33851,3
932,12273,33342,3
933,12380,33850,3
934,12375,33737,3
935,12237,33453,3
936,12416,33524,3
937,12042,32928,3
938,12263,32138,3
939,12086,32180,3
940,11331,32800,3
941,11901,32139,3
942,11551,31067,3
943,11368,31640,3
944,11218,30586,3
945,10896,30374,3
946,11001,29754,3
947,10856,29935,3
948,10603,29137,3
949,10425,29288,3
950,10167,27762,3
951,9884,27839,3
952,9624,27036,3
953,9303,26281,3
954,9196,25557,3
955,9051,24978,3
956,8359,23706,3
957,7778,23200,3
958,7780,21677,3
959,7312,20416,3
960,6625,19220,3
961,6084,18134,3
962,7431,20324,3
963,7764,21457,3
964,8160,22545,3
965,8456,23497,3
966,8888,23929,3
967,9207,25304,3
968,9503,25892,3
969,9871,26806,3
970,9977,27385,3
971,10563,28481,3
972,10746,28628,3
973,10969,29433,3
974,10678,29689,3
975,11078,30636,3
976,11183,30740,3
977,11110,30595,3
978,11515,31656,3
979,11698,31400,3
980,11730,32052,3
981,11693,32269,3
982,12094,32633,3
983,11989,32565,3
984,12094,33108,3
985,12275,33653,3
986,12171,33513,3
987,12280,33877,3
988,12535,34022,3
989,12499,34058,3
990,12458,33945,3
991,12858,34199,3
992,12458,33872,3
993,13077,34273,3
994,12899,34932,3
995,12827,34750,3
996,12822,35074,3
997,12645,34277,3
998,12899,35296,3
999,13082,34277,3
1000,12895,34964,3
1001,12677,34599,3
1002,13050,34973,3
1003,12786,34090,3
1004,12353,34386,3
1005,12681,34895,3
1006,12458,34199,3
1007,12239,34017,3
1008,12062,33877,3
1009,12280,33475,3
1010,12021,33544,3
1011,12243,32930,3
1012,11547,32416,3
1013,11770,32893,3
1014,11260,32092,3
1015,11588,32020,3
1016,11406,31473,3
1017,11074,31177,3
1018,11187,31328,3
1019,11001,30376,3
1020,10965,30340,3
1021,10350,30162,3
1022,10454,29028,3
1023,10167,28341,3
1024,10059,27977,3
1025,9840,27394,3
1026,9548,26738,3
1027,9326,25677,3
1028,8966,25209,3
1029,8597,24293,3
1030,8560,23856,3
1031,8055,22695,3
1032,7472,21421,3
1033,7181,20583,3
1034,6375,18721,3
1035,6912,20049,3
1036,7533,20998,3
1037,7968,21867,3
1038,8326,22771,3
1039,8695,23898,3
1040,9203,24661,3
1041,9313,25497,3
1042,9893,26730,3
1043,10221,27710,3
1044,10184,27783,3
1045,10620,28616,3
1046,11055,29560,3
1047,10800,29668,3
1048,11165,29887,3
1049,11232,30064,3
1050,11055,31012,3
1051,11114,31398,3
1052,11744,31483,3
1053,12107,31955,3
1054,11813,32240,3
1055,11891,32754,3
1056,12216,33189,3
1057,12361,33952,3
1058,12221,33666,3
1059,12688,33515,3
1060,12511,34318,3
1061,12939,35108,3
1062,12543,34059,3
1063,12762,34604,3
1064,12689,35547,3
1065,12724,35185,3
1066,13087,34894,3
1067,12942,35401,3
1068,13089,34858,3
1069,13010,35651,3
1070,13089,35112,3
1071,12907,35184,3
1072,12942,34604,3
1073,13051,35112,3
1074,13083,35362,3
1075,12871,34930,3
1076,13193,34635,3
1077,12724,34713,3
1078,12871,34930,3
1079,12942,34568,3
1080,12471,34458,3
1081,12399,34749,3
1082,12617,34061,3
1083,12792,34056,3
1084,12729,33592,3
1085,12435,33769,3
1086,12470,33371,3
1087,12145,33442,3
1088,11637,32463,3
1089,11886,32314,3
1090,11891,32245,3
1091,11345,32028,3
1092,11342,31805,3
1093,11128,31448,3
1094,11200,30286,3
1095,10507,30172,3
1096,10734,30145,3
1097,10764,29380,3
1098,10216,29049,3
1099,10003,28036,3
1100,9779,27742,3
1101,9713,26910,3
1102,9132,26477,3
1103,8985,25751,3
1104,8695,24116,3
1105,8296,23501,3
1106,8077,22375,3
1107,7569,21432,3
1108,6739,19731,3
1109,6334,18747,3
1110,7090,20054,3
1111,7780,21326,3
1112,8250,22159,3
1113,8504,23832,3
1114,8723,24448,3
1115,9200,25432,3
1116,9523,26227,3
1117,10180,26705,3
1118,10213,28225,3
1119,10468,28080,3
1120,10432,28914,3
1121,10866,29787,3
1122,11379,30444,3
1123,11085,30404,3
1124,11597,30699,3
1125,11483,31602,3
1126,11737,31821,3
1127,11834,32215,3
1128,12029,32728,3
1129,12139,32619,3
1130,12030,33347,3
1131,12537,33420,3
1132,12501,33637,3
1133,12642,34578,3
1134,12356,33963,3
1135,12646,34435,3
1136,13010,34546,3
1137,12787,34321,3
1138,12974,34691,3
1139,13228,35162,3
1140,12828,35381,3
1141,12832,34805,3
1142,13045,35489,3
1143,13083,35417,3
1144,13481,35780,3
1145,12870,35567,3
1146,12901,35671,3
1147,13372,35054,3
1148,13086,35859,3
1149,13045,35236,3
1150,13228,34908,3
1151,12720,35489,3
1152,13340,35059,3
1153,12906,34767,3
1154,13045,35091,3
1155,12865,34799,3
1156,13051,34660,3
1157,12393,34000,3
1158,12755,34073,3
1159,12574,34581,3
1160,12212,33636,3
1161,12465,33420,3
1162,12393,33163,3
1163,12103,33637,3
1164,12103,33128,3
1165,12030,32729,3
1166,11629,32691,3
1167,11630,31856,3
1168,11376,32003,3
1169,11302,31276,3
1170,11271,30952,3
1171,10763,30299,3
1172,10653,29719,3
1173,10609,28983,3
1174,10395,28260,3
1175,10175,28298,3
1176,9850,27462,3
1177,9741,26700,3
1178,9200,26232,3
1179,8905,24919,3
1180,8692,24526,3
1181,8178,23394,3
1182,7669,22887,3
1183,7276,21037,3
1184,6507,19582,3
1185,7142,18985,3
1186,7434,20443,3
1187,8017,21756,3
1188,8162,22556,3
1189,8526,23760,3
1190,9041,25040,3
1191,9292,26055,3
1192,9512,26822,3
1193,10094,27441,3
1194,10423,27624,3
1195,10314,28535,3
1196,10714,29262,3
1197,11156,29888,3
1198,11114,30502,3
1199,11229,30689,3
1200,11660,31597,3
1201,11848,32184,3
1202,11770,32653,3
1203,12139,32620,3
1204,12030,33058,3
1205,12355,33307,3
1206,12359,33860,3
1207,12353,33746,3
1208,12322,34443,3
1209,12832,34115,3
1210,12754,34584,3
1211,12937,34729,3
1212,12719,34621,3
1213,12973,35348,3
1214,13125,35245,3
1215,13339,35312,3
