,Cy3 Pixel Values (Arb.U.),FITC Pixel Values (Arb.U.)
1837,1429,746
1838,1545,775
1839,1651,870
1840,1669,748
1841,1738,829
1842,1735,909
1843,1762,881
1844,1774,864
1845,1885,818
1846,1898,852
1847,1883,908
1848,1932,924
1849,2106,864
1850,1914,918
1851,1975,958
1852,1984,900
1853,1975,932
1854,1960,881
1855,1914,828
1856,1984,853
1857,1768,861
1858,1830,774
1859,1864,886
1860,1789,771
1861,1743,834
1862,1614,806
1863,1662,756
1864,1517,831
1865,1450,750
1866,1237,775
1867,1354,707
1868,1489,736
1869,1609,806
1870,1706,856
1871,1750,770
1872,1765,830
1873,1905,847
1874,1885,811
1875,1836,894
1876,1993,878
1877,1921,834
1878,2038,893
1879,1906,858
1880,2017,845
1881,2000,886
1882,2063,835
1883,2033,903
1884,1965,972
1885,2003,888
1886,2050,901
1887,1982,893
1888,1983,952
1889,1975,805
1890,1922,867
1891,1768,855
1892,1744,816
1893,1656,763
1894,1647,801
1895,1573,836
1896,1415,805
1897,1432,721
1898,1346,735
1899,1516,758
1900,1656,878
1901,1657,864
1902,1767,842
1903,1731,841
1904,1708,838
1905,1841,820
1906,1931,907
1907,1989,877
1908,2054,868
1909,1978,909
1910,2086,918
1911,2043,856
1912,1963,850
1913,2073,888
1914,2094,939
1915,2130,888
1916,2105,861
1917,2037,933
1918,2083,944
1919,1945,845
1920,1967,847
1921,1925,887
1922,1922,832
1923,1946,806
1924,1821,865
1925,1749,791
1926,1733,876
1927,1685,793
1928,1534,776
1929,1538,744
1930,1464,784
1931,1395,733
1932,1557,759
1933,1686,823
1934,1738,790
1935,1924,839
1936,1839,798
1937,1931,853
1938,1938,918
1939,1986,872
1940,1973,837
1941,2058,904
1942,2105,922
1943,2085,904
1944,2116,912
1945,2105,897
1946,2030,892
1947,2150,962
1948,2091,864
1949,2144,934
1950,2069,898
1951,2123,919
1952,1976,898
